Player Name - Slate Type,Contest IDs,Player ID,Draftable ID,Player Name,First Name,Last Name,Salary,Position,Team,Game,Game Start Time,Player Image,Tournament,Slate Type,Game Type,Date,Role,Contest Names,Contest IDs (Full),Slate Header
Xavier Hutchinson - Showdown Captain Mode (Flex),193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,1213636,43839544,Xavier Hutchinson,Xavier,Hutchinson,7600,WR,HOU, @ ,08/20/2026 08:00 PM,https://dkn.gs/sports/images/nfl/players/50/706681.png,LV @ HOU,Showdown Captain Mode,NFL,8/20,Flex,"NFL $4K Showdown Special [$1K to 1st] (LV @ HOU);NFL Showdown $750 Huddle [Single Entry] (LV @ HOU);NFL Showdown $750 First Down [20 Entry Max] (LV @ HOU);NFL Showdown $720 Spy [Single Entry, Top 2 Win] (LV @ HOU);NFL Showdown $300 Play-Action (LV @ HOU);NFL Showdown $155 Fair Catch [Single Entry] (LV @ HOU);NFL Showdown $340 Bootleg [Single Entry] (LV @ HOU);NFL Showdown $265 Chop Block [Single Entry] (LV @ HOU);NFL Showdown $100 Quarter Jukebox [Just $0.25!] (LV @ HOU);NFL Showdown $100 Daily Dollar [Single Entry] (LV @ HOU)",193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,8/20 8:00PM ( @ )
Jack Bech - Showdown Captain Mode (Flex),193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,1286046,43839545,Jack Bech,Jack,Bech,7600,WR,LV, @ ,08/20/2026 08:00 PM,https://dkn.gs/sports/images/nfl/players/50/886111.png,LV @ HOU,Showdown Captain Mode,NFL,8/20,Flex,"NFL $4K Showdown Special [$1K to 1st] (LV @ HOU);NFL Showdown $750 Huddle [Single Entry] (LV @ HOU);NFL Showdown $750 First Down [20 Entry Max] (LV @ HOU);NFL Showdown $720 Spy [Single Entry, Top 2 Win] (LV @ HOU);NFL Showdown $300 Play-Action (LV @ HOU);NFL Showdown $155 Fair Catch [Single Entry] (LV @ HOU);NFL Showdown $340 Bootleg [Single Entry] (LV @ HOU);NFL Showdown $265 Chop Block [Single Entry] (LV @ HOU);NFL Showdown $100 Quarter Jukebox [Just $0.25!] (LV @ HOU);NFL Showdown $100 Daily Dollar [Single Entry] (LV @ HOU)",193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,8/20 8:00PM ( @ )
Cade Stover - Showdown Captain Mode (Flex),193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,1175182,43839546,Cade Stover,Cade,Stover,7600,TE,HOU, @ ,08/20/2026 08:00 PM,https://dkn.gs/sports/images/nfl/players/50/787880.png,LV @ HOU,Showdown Captain Mode,NFL,8/20,Flex,"NFL $4K Showdown Special [$1K to 1st] (LV @ HOU);NFL Showdown $750 Huddle [Single Entry] (LV @ HOU);NFL Showdown $750 First Down [20 Entry Max] (LV @ HOU);NFL Showdown $720 Spy [Single Entry, Top 2 Win] (LV @ HOU);NFL Showdown $300 Play-Action (LV @ HOU);NFL Showdown $155 Fair Catch [Single Entry] (LV @ HOU);NFL Showdown $340 Bootleg [Single Entry] (LV @ HOU);NFL Showdown $265 Chop Block [Single Entry] (LV @ HOU);NFL Showdown $100 Quarter Jukebox [Just $0.25!] (LV @ HOU);NFL Showdown $100 Daily Dollar [Single Entry] (LV @ HOU)",193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,8/20 8:00PM ( @ )
Ian Thomas - Showdown Captain Mode (Flex),193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,943093,43839547,Ian Thomas,Ian,Thomas,7600,TE,LV, @ ,08/20/2026 08:00 PM,https://dkn.gs/sports/images/nfl/players/50/20460.png,LV @ HOU,Showdown Captain Mode,NFL,8/20,Flex,"NFL $4K Showdown Special [$1K to 1st] (LV @ HOU);NFL Showdown $750 Huddle [Single Entry] (LV @ HOU);NFL Showdown $750 First Down [20 Entry Max] (LV @ HOU);NFL Showdown $720 Spy [Single Entry, Top 2 Win] (LV @ HOU);NFL Showdown $300 Play-Action (LV @ HOU);NFL Showdown $155 Fair Catch [Single Entry] (LV @ HOU);NFL Showdown $340 Bootleg [Single Entry] (LV @ HOU);NFL Showdown $265 Chop Block [Single Entry] (LV @ HOU);NFL Showdown $100 Quarter Jukebox [Just $0.25!] (LV @ HOU);NFL Showdown $100 Daily Dollar [Single Entry] (LV @ HOU)",193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,8/20 8:00PM ( @ )
Jacob Clark - Showdown Captain Mode (Flex),193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,1164691,43839548,Jacob Clark,Jacob,Clark,7600,QB,LV, @ ,08/20/2026 08:00 PM,https://dkn.gs/sports/images/nfl/teams/50/18388.png,LV @ HOU,Showdown Captain Mode,NFL,8/20,Flex,"NFL $4K Showdown Special [$1K to 1st] (LV @ HOU);NFL Showdown $750 Huddle [Single Entry] (LV @ HOU);NFL Showdown $750 First Down [20 Entry Max] (LV @ HOU);NFL Showdown $720 Spy [Single Entry, Top 2 Win] (LV @ HOU);NFL Showdown $300 Play-Action (LV @ HOU);NFL Showdown $155 Fair Catch [Single Entry] (LV @ HOU);NFL Showdown $340 Bootleg [Single Entry] (LV @ HOU);NFL Showdown $265 Chop Block [Single Entry] (LV @ HOU);NFL Showdown $100 Quarter Jukebox [Just $0.25!] (LV @ HOU);NFL Showdown $100 Daily Dollar [Single Entry] (LV @ HOU)",193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,8/20 8:00PM ( @ )
British Brooks - Showdown Captain Mode (Flex),193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,1128295,43839549,British Brooks,British,Brooks,7600,RB,HOU, @ ,08/20/2026 08:00 PM,https://dkn.gs/sports/images/nfl/players/50/788353.png,LV @ HOU,Showdown Captain Mode,NFL,8/20,Flex,"NFL $4K Showdown Special [$1K to 1st] (LV @ HOU);NFL Showdown $750 Huddle [Single Entry] (LV @ HOU);NFL Showdown $750 First Down [20 Entry Max] (LV @ HOU);NFL Showdown $720 Spy [Single Entry, Top 2 Win] (LV @ HOU);NFL Showdown $300 Play-Action (LV @ HOU);NFL Showdown $155 Fair Catch [Single Entry] (LV @ HOU);NFL Showdown $340 Bootleg [Single Entry] (LV @ HOU);NFL Showdown $265 Chop Block [Single Entry] (LV @ HOU);NFL Showdown $100 Quarter Jukebox [Just $0.25!] (LV @ HOU);NFL Showdown $100 Daily Dollar [Single Entry] (LV @ HOU)",193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,8/20 8:00PM ( @ )
Roman Hemby - Showdown Captain Mode (Flex),193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,1317230,43839550,Roman Hemby,Roman,Hemby,7600,RB,LV, @ ,08/20/2026 08:00 PM,https://dkn.gs/sports/images/nfl/teams/50/18388.png,LV @ HOU,Showdown Captain Mode,NFL,8/20,Flex,"NFL $4K Showdown Special [$1K to 1st] (LV @ HOU);NFL Showdown $750 Huddle [Single Entry] (LV @ HOU);NFL Showdown $750 First Down [20 Entry Max] (LV @ HOU);NFL Showdown $720 Spy [Single Entry, Top 2 Win] (LV @ HOU);NFL Showdown $300 Play-Action (LV @ HOU);NFL Showdown $155 Fair Catch [Single Entry] (LV @ HOU);NFL Showdown $340 Bootleg [Single Entry] (LV @ HOU);NFL Showdown $265 Chop Block [Single Entry] (LV @ HOU);NFL Showdown $100 Quarter Jukebox [Just $0.25!] (LV @ HOU);NFL Showdown $100 Daily Dollar [Single Entry] (LV @ HOU)",193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,8/20 8:00PM ( @ )
Jaylin Noel - Showdown Captain Mode (Flex),193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,1286370,43839551,Jaylin Noel,Jaylin,Noel,7600,WR,HOU, @ ,08/20/2026 08:00 PM,https://dkn.gs/sports/images/nfl/players/50/788323.png,LV @ HOU,Showdown Captain Mode,NFL,8/20,Flex,"NFL $4K Showdown Special [$1K to 1st] (LV @ HOU);NFL Showdown $750 Huddle [Single Entry] (LV @ HOU);NFL Showdown $750 First Down [20 Entry Max] (LV @ HOU);NFL Showdown $720 Spy [Single Entry, Top 2 Win] (LV @ HOU);NFL Showdown $300 Play-Action (LV @ HOU);NFL Showdown $155 Fair Catch [Single Entry] (LV @ HOU);NFL Showdown $340 Bootleg [Single Entry] (LV @ HOU);NFL Showdown $265 Chop Block [Single Entry] (LV @ HOU);NFL Showdown $100 Quarter Jukebox [Just $0.25!] (LV @ HOU);NFL Showdown $100 Daily Dollar [Single Entry] (LV @ HOU)",193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,8/20 8:00PM ( @ )
Dont'e Thornton Jr. - Showdown Captain Mode (Flex),193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,1286164,43839552,Dont'e Thornton Jr.,Dont'e,Thornton Jr.,7600,WR,LV, @ ,08/20/2026 08:00 PM,https://dkn.gs/sports/images/nfl/players/50/886119.png,LV @ HOU,Showdown Captain Mode,NFL,8/20,Flex,"NFL $4K Showdown Special [$1K to 1st] (LV @ HOU);NFL Showdown $750 Huddle [Single Entry] (LV @ HOU);NFL Showdown $750 First Down [20 Entry Max] (LV @ HOU);NFL Showdown $720 Spy [Single Entry, Top 2 Win] (LV @ HOU);NFL Showdown $300 Play-Action (LV @ HOU);NFL Showdown $155 Fair Catch [Single Entry] (LV @ HOU);NFL Showdown $340 Bootleg [Single Entry] (LV @ HOU);NFL Showdown $265 Chop Block [Single Entry] (LV @ HOU);NFL Showdown $100 Quarter Jukebox [Just $0.25!] (LV @ HOU);NFL Showdown $100 Daily Dollar [Single Entry] (LV @ HOU)",193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,8/20 8:00PM ( @ )
Albert Okwuegbunam Jr. - Showdown Captain Mode (Flex),193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,920077,43839553,Albert Okwuegbunam Jr.,Albert,Okwuegbunam Jr.,7600,TE,LV, @ ,08/20/2026 08:00 PM,https://dkn.gs/sports/images/nfl/players/50/485546.png,LV @ HOU,Showdown Captain Mode,NFL,8/20,Flex,"NFL $4K Showdown Special [$1K to 1st] (LV @ HOU);NFL Showdown $750 Huddle [Single Entry] (LV @ HOU);NFL Showdown $750 First Down [20 Entry Max] (LV @ HOU);NFL Showdown $720 Spy [Single Entry, Top 2 Win] (LV @ HOU);NFL Showdown $300 Play-Action (LV @ HOU);NFL Showdown $155 Fair Catch [Single Entry] (LV @ HOU);NFL Showdown $340 Bootleg [Single Entry] (LV @ HOU);NFL Showdown $265 Chop Block [Single Entry] (LV @ HOU);NFL Showdown $100 Quarter Jukebox [Just $0.25!] (LV @ HOU);NFL Showdown $100 Daily Dollar [Single Entry] (LV @ HOU)",193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,8/20 8:00PM ( @ )
Brevin Jordan - Showdown Captain Mode (Flex),193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,1121871,43839554,Brevin Jordan,Brevin,Jordan,7600,TE,HOU, @ ,08/20/2026 08:00 PM,https://dkn.gs/sports/images/nfl/players/50/557636.png,LV @ HOU,Showdown Captain Mode,NFL,8/20,Flex,"NFL $4K Showdown Special [$1K to 1st] (LV @ HOU);NFL Showdown $750 Huddle [Single Entry] (LV @ HOU);NFL Showdown $750 First Down [20 Entry Max] (LV @ HOU);NFL Showdown $720 Spy [Single Entry, Top 2 Win] (LV @ HOU);NFL Showdown $300 Play-Action (LV @ HOU);NFL Showdown $155 Fair Catch [Single Entry] (LV @ HOU);NFL Showdown $340 Bootleg [Single Entry] (LV @ HOU);NFL Showdown $265 Chop Block [Single Entry] (LV @ HOU);NFL Showdown $100 Quarter Jukebox [Just $0.25!] (LV @ HOU);NFL Showdown $100 Daily Dollar [Single Entry] (LV @ HOU)",193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,8/20 8:00PM ( @ )
Dare Ogunbowale - Showdown Captain Mode (Flex),193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,703015,43839555,Dare Ogunbowale,Dare,Ogunbowale,7600,RB,LV, @ ,08/20/2026 08:00 PM,https://dkn.gs/sports/images/nfl/players/50/20180.png,LV @ HOU,Showdown Captain Mode,NFL,8/20,Flex,"NFL $4K Showdown Special [$1K to 1st] (LV @ HOU);NFL Showdown $750 Huddle [Single Entry] (LV @ HOU);NFL Showdown $750 First Down [20 Entry Max] (LV @ HOU);NFL Showdown $720 Spy [Single Entry, Top 2 Win] (LV @ HOU);NFL Showdown $300 Play-Action (LV @ HOU);NFL Showdown $155 Fair Catch [Single Entry] (LV @ HOU);NFL Showdown $340 Bootleg [Single Entry] (LV @ HOU);NFL Showdown $265 Chop Block [Single Entry] (LV @ HOU);NFL Showdown $100 Quarter Jukebox [Just $0.25!] (LV @ HOU);NFL Showdown $100 Daily Dollar [Single Entry] (LV @ HOU)",193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,8/20 8:00PM ( @ )
Noah Whittington - Showdown Captain Mode (Flex),193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,1215306,43839556,Noah Whittington,Noah,Whittington,7600,RB,HOU, @ ,08/20/2026 08:00 PM,https://dkn.gs/sports/images/nfl/teams/50/18500.png,LV @ HOU,Showdown Captain Mode,NFL,8/20,Flex,"NFL $4K Showdown Special [$1K to 1st] (LV @ HOU);NFL Showdown $750 Huddle [Single Entry] (LV @ HOU);NFL Showdown $750 First Down [20 Entry Max] (LV @ HOU);NFL Showdown $720 Spy [Single Entry, Top 2 Win] (LV @ HOU);NFL Showdown $300 Play-Action (LV @ HOU);NFL Showdown $155 Fair Catch [Single Entry] (LV @ HOU);NFL Showdown $340 Bootleg [Single Entry] (LV @ HOU);NFL Showdown $265 Chop Block [Single Entry] (LV @ HOU);NFL Showdown $100 Quarter Jukebox [Just $0.25!] (LV @ HOU);NFL Showdown $100 Daily Dollar [Single Entry] (LV @ HOU)",193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,8/20 8:00PM ( @ )
Malik Benson - Showdown Captain Mode (Flex),193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,1441191,43839557,Malik Benson,Malik,Benson,7600,WR,LV, @ ,08/20/2026 08:00 PM,https://dkn.gs/sports/images/nfl/teams/50/18388.png,LV @ HOU,Showdown Captain Mode,NFL,8/20,Flex,"NFL $4K Showdown Special [$1K to 1st] (LV @ HOU);NFL Showdown $750 Huddle [Single Entry] (LV @ HOU);NFL Showdown $750 First Down [20 Entry Max] (LV @ HOU);NFL Showdown $720 Spy [Single Entry, Top 2 Win] (LV @ HOU);NFL Showdown $300 Play-Action (LV @ HOU);NFL Showdown $155 Fair Catch [Single Entry] (LV @ HOU);NFL Showdown $340 Bootleg [Single Entry] (LV @ HOU);NFL Showdown $265 Chop Block [Single Entry] (LV @ HOU);NFL Showdown $100 Quarter Jukebox [Just $0.25!] (LV @ HOU);NFL Showdown $100 Daily Dollar [Single Entry] (LV @ HOU)",193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,8/20 8:00PM ( @ )
Tank Dell - Showdown Captain Mode (Flex),193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,1128222,43839558,Tank Dell,Tank,Dell,7600,WR,HOU, @ ,08/20/2026 08:00 PM,https://dkn.gs/sports/images/nfl/players/50/706546.png,LV @ HOU,Showdown Captain Mode,NFL,8/20,Flex,"NFL $4K Showdown Special [$1K to 1st] (LV @ HOU);NFL Showdown $750 Huddle [Single Entry] (LV @ HOU);NFL Showdown $750 First Down [20 Entry Max] (LV @ HOU);NFL Showdown $720 Spy [Single Entry, Top 2 Win] (LV @ HOU);NFL Showdown $300 Play-Action (LV @ HOU);NFL Showdown $155 Fair Catch [Single Entry] (LV @ HOU);NFL Showdown $340 Bootleg [Single Entry] (LV @ HOU);NFL Showdown $265 Chop Block [Single Entry] (LV @ HOU);NFL Showdown $100 Quarter Jukebox [Just $0.25!] (LV @ HOU);NFL Showdown $100 Daily Dollar [Single Entry] (LV @ HOU)",193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,8/20 8:00PM ( @ )
Carter Runyon - Showdown Captain Mode (Flex),193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,1468632,43839559,Carter Runyon,Carter,Runyon,7600,TE,LV, @ ,08/20/2026 08:00 PM,https://dkn.gs/sports/images/nfl/players/50/886194.png,LV @ HOU,Showdown Captain Mode,NFL,8/20,Flex,"NFL $4K Showdown Special [$1K to 1st] (LV @ HOU);NFL Showdown $750 Huddle [Single Entry] (LV @ HOU);NFL Showdown $750 First Down [20 Entry Max] (LV @ HOU);NFL Showdown $720 Spy [Single Entry, Top 2 Win] (LV @ HOU);NFL Showdown $300 Play-Action (LV @ HOU);NFL Showdown $155 Fair Catch [Single Entry] (LV @ HOU);NFL Showdown $340 Bootleg [Single Entry] (LV @ HOU);NFL Showdown $265 Chop Block [Single Entry] (LV @ HOU);NFL Showdown $100 Quarter Jukebox [Just $0.25!] (LV @ HOU);NFL Showdown $100 Daily Dollar [Single Entry] (LV @ HOU)",193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,8/20 8:00PM ( @ )
Marlin Klein - Showdown Captain Mode (Flex),193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,1405857,43839560,Marlin Klein,Marlin,Klein,7600,TE,HOU, @ ,08/20/2026 08:00 PM,https://dkn.gs/sports/images/nfl/teams/50/18500.png,LV @ HOU,Showdown Captain Mode,NFL,8/20,Flex,"NFL $4K Showdown Special [$1K to 1st] (LV @ HOU);NFL Showdown $750 Huddle [Single Entry] (LV @ HOU);NFL Showdown $750 First Down [20 Entry Max] (LV @ HOU);NFL Showdown $720 Spy [Single Entry, Top 2 Win] (LV @ HOU);NFL Showdown $300 Play-Action (LV @ HOU);NFL Showdown $155 Fair Catch [Single Entry] (LV @ HOU);NFL Showdown $340 Bootleg [Single Entry] (LV @ HOU);NFL Showdown $265 Chop Block [Single Entry] (LV @ HOU);NFL Showdown $100 Quarter Jukebox [Just $0.25!] (LV @ HOU);NFL Showdown $100 Daily Dollar [Single Entry] (LV @ HOU)",193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,8/20 8:00PM ( @ )
Chris Collier - Showdown Captain Mode (Flex),193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,1215974,43839561,Chris Collier,Chris,Collier,7600,RB,LV, @ ,08/20/2026 08:00 PM,https://dkn.gs/sports/images/nfl/players/50/788330.png,LV @ HOU,Showdown Captain Mode,NFL,8/20,Flex,"NFL $4K Showdown Special [$1K to 1st] (LV @ HOU);NFL Showdown $750 Huddle [Single Entry] (LV @ HOU);NFL Showdown $750 First Down [20 Entry Max] (LV @ HOU);NFL Showdown $720 Spy [Single Entry, Top 2 Win] (LV @ HOU);NFL Showdown $300 Play-Action (LV @ HOU);NFL Showdown $155 Fair Catch [Single Entry] (LV @ HOU);NFL Showdown $340 Bootleg [Single Entry] (LV @ HOU);NFL Showdown $265 Chop Block [Single Entry] (LV @ HOU);NFL Showdown $100 Quarter Jukebox [Just $0.25!] (LV @ HOU);NFL Showdown $100 Daily Dollar [Single Entry] (LV @ HOU)",193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,8/20 8:00PM ( @ )
Joshua Pitsenberger - Showdown Captain Mode (Flex),193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,1408785,43839562,Joshua Pitsenberger,Joshua,Pitsenberger,7600,RB,HOU, @ ,08/20/2026 08:00 PM,https://dkn.gs/sports/images/nfl/teams/50/18500.png,LV @ HOU,Showdown Captain Mode,NFL,8/20,Flex,"NFL $4K Showdown Special [$1K to 1st] (LV @ HOU);NFL Showdown $750 Huddle [Single Entry] (LV @ HOU);NFL Showdown $750 First Down [20 Entry Max] (LV @ HOU);NFL Showdown $720 Spy [Single Entry, Top 2 Win] (LV @ HOU);NFL Showdown $300 Play-Action (LV @ HOU);NFL Showdown $155 Fair Catch [Single Entry] (LV @ HOU);NFL Showdown $340 Bootleg [Single Entry] (LV @ HOU);NFL Showdown $265 Chop Block [Single Entry] (LV @ HOU);NFL Showdown $100 Quarter Jukebox [Just $0.25!] (LV @ HOU);NFL Showdown $100 Daily Dollar [Single Entry] (LV @ HOU)",193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,8/20 8:00PM ( @ )
Justin Watson - Showdown Captain Mode (Flex),193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,832220,43839563,Justin Watson,Justin,Watson,7600,WR,HOU, @ ,08/20/2026 08:00 PM,https://dkn.gs/sports/images/nfl/players/50/20208.png,LV @ HOU,Showdown Captain Mode,NFL,8/20,Flex,"NFL $4K Showdown Special [$1K to 1st] (LV @ HOU);NFL Showdown $750 Huddle [Single Entry] (LV @ HOU);NFL Showdown $750 First Down [20 Entry Max] (LV @ HOU);NFL Showdown $720 Spy [Single Entry, Top 2 Win] (LV @ HOU);NFL Showdown $300 Play-Action (LV @ HOU);NFL Showdown $155 Fair Catch [Single Entry] (LV @ HOU);NFL Showdown $340 Bootleg [Single Entry] (LV @ HOU);NFL Showdown $265 Chop Block [Single Entry] (LV @ HOU);NFL Showdown $100 Quarter Jukebox [Just $0.25!] (LV @ HOU);NFL Showdown $100 Daily Dollar [Single Entry] (LV @ HOU)",193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,8/20 8:00PM ( @ )
Dareke Young - Showdown Captain Mode (Flex),193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,1384869,43839564,Dareke Young,Dareke,Young,7600,WR,LV, @ ,08/20/2026 08:00 PM,https://dkn.gs/sports/images/nfl/players/50/641129.png,LV @ HOU,Showdown Captain Mode,NFL,8/20,Flex,"NFL $4K Showdown Special [$1K to 1st] (LV @ HOU);NFL Showdown $750 Huddle [Single Entry] (LV @ HOU);NFL Showdown $750 First Down [20 Entry Max] (LV @ HOU);NFL Showdown $720 Spy [Single Entry, Top 2 Win] (LV @ HOU);NFL Showdown $300 Play-Action (LV @ HOU);NFL Showdown $155 Fair Catch [Single Entry] (LV @ HOU);NFL Showdown $340 Bootleg [Single Entry] (LV @ HOU);NFL Showdown $265 Chop Block [Single Entry] (LV @ HOU);NFL Showdown $100 Quarter Jukebox [Just $0.25!] (LV @ HOU);NFL Showdown $100 Daily Dollar [Single Entry] (LV @ HOU)",193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,8/20 8:00PM ( @ )
Layne Pryor - Showdown Captain Mode (Flex),193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,1326266,43839565,Layne Pryor,Layne,Pryor,7600,TE,HOU, @ ,08/20/2026 08:00 PM,https://dkn.gs/sports/images/nfl/teams/50/18500.png,LV @ HOU,Showdown Captain Mode,NFL,8/20,Flex,"NFL $4K Showdown Special [$1K to 1st] (LV @ HOU);NFL Showdown $750 Huddle [Single Entry] (LV @ HOU);NFL Showdown $750 First Down [20 Entry Max] (LV @ HOU);NFL Showdown $720 Spy [Single Entry, Top 2 Win] (LV @ HOU);NFL Showdown $300 Play-Action (LV @ HOU);NFL Showdown $155 Fair Catch [Single Entry] (LV @ HOU);NFL Showdown $340 Bootleg [Single Entry] (LV @ HOU);NFL Showdown $265 Chop Block [Single Entry] (LV @ HOU);NFL Showdown $100 Quarter Jukebox [Just $0.25!] (LV @ HOU);NFL Showdown $100 Daily Dollar [Single Entry] (LV @ HOU)",193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,8/20 8:00PM ( @ )
Chris Myarick - Showdown Captain Mode (Flex),193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,838318,43839566,Chris Myarick,Chris,Myarick,7600,TE,LV, @ ,08/20/2026 08:00 PM,https://dkn.gs/sports/images/nfl/players/50/14706.png,LV @ HOU,Showdown Captain Mode,NFL,8/20,Flex,"NFL $4K Showdown Special [$1K to 1st] (LV @ HOU);NFL Showdown $750 Huddle [Single Entry] (LV @ HOU);NFL Showdown $750 First Down [20 Entry Max] (LV @ HOU);NFL Showdown $720 Spy [Single Entry, Top 2 Win] (LV @ HOU);NFL Showdown $300 Play-Action (LV @ HOU);NFL Showdown $155 Fair Catch [Single Entry] (LV @ HOU);NFL Showdown $340 Bootleg [Single Entry] (LV @ HOU);NFL Showdown $265 Chop Block [Single Entry] (LV @ HOU);NFL Showdown $100 Quarter Jukebox [Just $0.25!] (LV @ HOU);NFL Showdown $100 Daily Dollar [Single Entry] (LV @ HOU)",193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,8/20 8:00PM ( @ )
Owen Wright - Showdown Captain Mode (Flex),193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,1049797,43839567,Owen Wright,Owen,Wright,7600,RB,HOU, @ ,08/20/2026 08:00 PM,https://dkn.gs/sports/images/nfl/players/50/707494.png,LV @ HOU,Showdown Captain Mode,NFL,8/20,Flex,"NFL $4K Showdown Special [$1K to 1st] (LV @ HOU);NFL Showdown $750 Huddle [Single Entry] (LV @ HOU);NFL Showdown $750 First Down [20 Entry Max] (LV @ HOU);NFL Showdown $720 Spy [Single Entry, Top 2 Win] (LV @ HOU);NFL Showdown $300 Play-Action (LV @ HOU);NFL Showdown $155 Fair Catch [Single Entry] (LV @ HOU);NFL Showdown $340 Bootleg [Single Entry] (LV @ HOU);NFL Showdown $265 Chop Block [Single Entry] (LV @ HOU);NFL Showdown $100 Quarter Jukebox [Just $0.25!] (LV @ HOU);NFL Showdown $100 Daily Dollar [Single Entry] (LV @ HOU)",193845374;193845359;193845354;193845357;193845353;193845358;193845352;193845351;193845355;193845360;193845356,8/20 8:00PM ( @ )
