Player Name,Position,Team,Slate Type,Date,Role,Salary,Draftable ID,Projected FP,Combined FP,Value,Implied FP,Passing TDs,Rushing Yards,Receiving Yards,Passing Yards,Rush+Rec Yards,Anytime TD,Passing Attempts,Fantasy Score,Headshot URL,Game Start Time,Match Title (Underdog),Game Short Title (Underdog),Venue Name (Underdog),Venue Type (Underdog),Broadcasts (Underdog),Game Start Time (DRAFTTABLE),Proj Pass Comp,Proj Pass Att,Proj Comp %,Proj Pass Yds,Proj Pass AVG,Proj Pass Long,Proj Pass TDs,Proj INT,Proj Passer Rating,Proj Rush Att,Proj Rush Yds,Proj Rush AVG,Proj Rush Long,Proj Rush TDs,Proj Rec,Proj Targets,Proj Rec Yds,Proj Rec AVG,Proj Rec Long,Proj Rec TDs,Proj Anytime TD,Proj Fumbles,Proj Fumbles Lost,Proj FG,Proj PAT,Proj Kick Pts
Lamar Jackson,QB,BAL,Early,9/13/2026,"Early 9/13 1:00PM, 8 Games",6800,44069721,18,18.32,2.65,20.4,0.5,16.5,,151.5,,,21.5,15.5,https://dkn.gs/sports/images/nfl/players/50/17173.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,17.51,26.8,65.3,219.72,8.2,36.5,1.32,0.54,98.7,6.87,37.25,5.42,,0.39,,,,,,,0.25,,0.2,,,
Sam Darnold,CPT,SEA,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 8:20PM ( @ ),14100,43782100,14.61,18.3,1.04,42.3,0.5,0.5,,168.5,,,24.5,12,https://dkn.gs/sports/images/nfl/players/50/19487.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/9/2026,20.36,30.27,67.3,228.08,7.53,36.5,1.37,0.64,95.8,2.43,5.5,2.26,,,,,,,,,0.09,,,,,
Sam Darnold,CPT,SEA,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 9:20PM ( @ ),14100,44068542,14.61,18.3,1.04,42.3,0.5,0.5,,168.5,,,24.5,12,https://dkn.gs/sports/images/nfl/players/50/19487.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/9/2026,20.36,30.27,67.3,228.08,7.53,36.5,1.37,0.64,95.8,2.43,5.5,2.26,,,,,,,,,0.09,,,,,
Sam Darnold,CPT,SEA,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 9:50PM ( @ ),14100,44068650,14.61,18.3,1.04,42.3,0.5,0.5,,168.5,,,24.5,12,https://dkn.gs/sports/images/nfl/players/50/19487.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/9/2026,20.36,30.27,67.3,228.08,7.53,36.5,1.37,0.64,95.8,2.43,5.5,2.26,,,,,,,,,0.09,,,,,
Chris Olave,WR,NO,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),10600,44081418,15.7,18.28,1.48,31.8,,,36.5,,,,,11.5,https://dkn.gs/sports/images/nfl/players/50/640762.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,0.1,0.4,4,,0,6.39,10,76.71,12,23.5,0.43,0.37,,0,,,
Josh Allen,QB,BUF,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",7000,43727234,17.86,18.28,2.55,21,0.5,10.5,,161.5,,,24.5,15.5,https://dkn.gs/sports/images/nfl/players/50/11370.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,20.06,30.67,65.4,221.5,7.22,35.5,1.16,0.74,89.2,6.71,31.77,4.73,,0.46,,,,,,,0.4,,0.2,,,
Josh Allen,QB,BUF,Early,9/13/2026,"Early 9/13 1:00PM, 8 Games",7000,44069719,17.86,18.28,2.55,21,0.5,10.5,,161.5,,,24.5,15.5,https://dkn.gs/sports/images/nfl/players/50/11370.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,20.06,30.67,65.4,221.5,7.22,35.5,1.16,0.74,89.2,6.71,31.77,4.73,,0.46,,,,,,,0.4,,0.2,,,
Drake Maye,QB,NE,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 8:20PM ( @ ),10000,43782035,16.41,18.22,1.64,30,0.5,10.5,,163.5,,,27.5,14,https://dkn.gs/sports/images/nfl/players/50/779819.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/9/2026,20.5,32.48,63.1,232.5,7.16,35.5,1.25,0.7,88.4,5.37,25.03,4.66,,,,,,,,,0.16,,,,,
Drake Maye,QB,NE,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 9:20PM ( @ ),10000,44068594,16.41,18.22,1.64,30,0.5,10.5,,163.5,,,27.5,14,https://dkn.gs/sports/images/nfl/players/50/779819.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/9/2026,20.5,32.48,63.1,232.5,7.16,35.5,1.25,0.7,88.4,5.37,25.03,4.66,,,,,,,,,0.16,,,,,
Drake Maye,QB,NE,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 9:50PM ( @ ),10000,44068702,16.41,18.22,1.64,30,0.5,10.5,,163.5,,,27.5,14,https://dkn.gs/sports/images/nfl/players/50/779819.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/9/2026,20.5,32.48,63.1,232.5,7.16,35.5,1.25,0.7,88.4,5.37,25.03,4.66,,,,,,,,,0.16,,,,,
Brock Purdy,QB,SF,Showdown Captain Mode,9/10/2026,Showdown Captain Mode 9/10 8:35PM ( @ ),9400,44080717,16.63,18.17,1.77,28.2,0.5,7.5,,174.5,,,27.5,14,https://dkn.gs/sports/images/nfl/players/50/641156.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/10/2026,21.85,34.06,64.1,244.5,7.18,36.5,1.43,0.86,88.9,3.78,17.5,4.63,,,,,,,,,0.14,,,,,
Jalen Hurts,QB,PHI,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",6600,43727237,17.86,18.12,2.71,19.8,0.5,13.5,,149.5,,,23.5,15,https://dkn.gs/sports/images/nfl/players/50/479300.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,18.86,28.58,66,213.5,7.47,34.5,1.29,0.6,94.5,7.02,27.45,3.91,,0.46,,,,,,,0.41,,0.2,,,
Tyler Shough,QB,NO,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9600,44081420,16.34,18,1.7,28.8,0.5,7.5,,174.5,,,27.5,14,https://dkn.gs/sports/images/nfl/players/50/788320.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,21.74,32.89,66.1,246.92,7.51,35.5,1.27,0.71,92.3,4.09,17.03,4.16,,,,,,,,,0.18,,,,,
A.J. Brown,CPT,NE,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 8:20PM ( @ ),14400,43782099,13.16,17.97,0.91,43.2,,,28.5,,,,,9.5,https://dkn.gs/sports/images/nfl/players/50/19839.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/9/2026,,,,,,,,,,,,,,,5.42,7.5,62.71,11.57,22.5,,0.35,,,,,
A.J. Brown,CPT,NE,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 9:20PM ( @ ),14400,44068541,13.16,17.97,0.91,43.2,,,28.5,,,,,9.5,https://dkn.gs/sports/images/nfl/players/50/19839.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/9/2026,,,,,,,,,,,,,,,5.42,7.5,62.71,11.57,22.5,,0.35,,,,,
A.J. Brown,CPT,NE,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 9:50PM ( @ ),14400,44068649,13.16,17.97,0.91,43.2,,,28.5,,,,,9.5,https://dkn.gs/sports/images/nfl/players/50/19839.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/9/2026,,,,,,,,,,,,,,,5.42,7.5,62.71,11.57,22.5,,0.35,,,,,
C.J. Stroud,CPT,HOU,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),13800,44082088,14.37,17.97,1.04,41.4,0.5,0.5,,159.5,,,25.5,12,https://dkn.gs/sports/images/nfl/players/50/694427.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,19.89,31.78,62.6,219.5,6.91,34.5,1.32,0.76,86.9,2.75,9.5,3.45,,,,,,,,,0.1,,,,,
Amon-Ra St. Brown,WR,DET,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",7500,43727633,17.01,17.89,2.27,22.5,,,36.5,,,,,12.5,https://dkn.gs/sports/images/nfl/players/50/560800.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,0,,,,,,0.2,0.55,2.75,,0,6.68,9,77.92,11.66,22.5,0.49,0.46,,0,,,
Amon-Ra St. Brown,WR,DET,Early,9/13/2026,"Early 9/13 1:00PM, 8 Games",7500,44069946,17.01,17.89,2.27,22.5,,,36.5,,,,,12.5,https://dkn.gs/sports/images/nfl/players/50/560800.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,0,,,,,,0.2,0.55,2.75,,0,6.68,9,77.92,11.66,22.5,0.49,0.46,,0,,,
Dak Prescott,QB,DAL,Classic,9/13/2026,"Classic 9/9 8:20PM, 16 Games",6400,44037505,17.51,17.74,2.74,19.2,1.5,2.5,,190.5,,,27.5,14.5,https://dkn.gs/sports/images/nfl/players/50/18078.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,22.45,33.52,67,260.5,7.77,37.5,1.68,0.64,99,2.67,8.03,3.01,,0.32,,,,,,,0.13,,0.2,,,
Garrett Wilson,CPT,NYJ,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),14700,44082187,12.67,17.7,0.86,44.1,,,29.5,,,,,9,https://dkn.gs/sports/images/nfl/players/50/640761.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,5.69,8.5,61.71,10.85,20.5,,0.26,,,,,
Baker Mayfield,QB,TB,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9000,44081937,16.26,17.69,1.81,27,0.5,4.5,,161.5,,,25.5,13.5,https://dkn.gs/sports/images/nfl/players/50/14690.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,21.28,31.73,67.1,231.5,7.3,35.5,1.46,0.63,95.4,3.69,15.5,4.2,,,,,,,,,0.14,,,,,
Jaxon Smith-Njigba,WR,SEA,Classic,9/9/2026,"Classic 9/9 8:20PM, 16 Games",7600,44037981,16.6,17.59,2.18,22.8,,,39.5,,,,,12,https://dkn.gs/sports/images/nfl/players/50/686189.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/9/2026,,,,,,,,,,0.4,1.9,4.75,,0,6.57,9,82.08,12.49,25.5,0.45,0.39,,0,,,
Jared Goff,QB,DET,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",6000,43727241,17.5,17.57,2.92,18,1.5,-0.5,,191.5,,,27.5,14.5,https://dkn.gs/sports/images/nfl/players/50/13631.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,23.59,33.7,70,261.5,7.76,36.5,1.87,0.53,104.7,1.5,0.5,0.33,,0.28,,,,,,,0.06,,0.2,,,
Jared Goff,QB,DET,Early,9/13/2026,"Early 9/13 1:00PM, 8 Games",6000,44069723,17.5,17.57,2.92,18,1.5,-0.5,,191.5,,,27.5,14.5,https://dkn.gs/sports/images/nfl/players/50/13631.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,23.59,33.7,70,261.5,7.76,36.5,1.87,0.53,104.7,1.5,0.5,0.33,,0.28,,,,,,,0.06,,0.2,,,
D'Andre Swift,CPT,CHI,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),13500,44081884,13.6,17.55,1.01,40.5,,68.5,11.5,,,,,10,https://dkn.gs/sports/images/nfl/players/50/485479.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,15.67,68.5,4.37,,0.5,2.06,2.5,11.5,5.58,8.5,,0.59,,,,,
Chase Brown,RB,CIN,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),11000,44081935,14.83,17.49,1.35,33,,27.5,8.5,,,,,11.5,https://dkn.gs/sports/images/nfl/players/50/706641.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,14.87,57.5,3.87,,0.37,3.65,4.5,23.71,6.5,11.5,0.15,0.51,,0.1,,,
Travis Etienne Jr.,CPT,NO,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),13500,44081474,13.48,17.44,1,40.5,,31.5,2.5,,,,,10,https://dkn.gs/sports/images/nfl/players/50/553669.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,15.52,57.29,3.69,,,3.24,4,17.5,5.4,10.5,,0.48,,,,,
Trevor Lawrence,QB,JAX,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",5800,43727243,17.42,17.42,3,17.4,0.5,7.5,,174.5,,,27.5,14,https://dkn.gs/sports/images/nfl/players/50/542787.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,20.72,32.52,63.7,235.5,7.24,35.5,1.53,0.64,92.8,4.86,16.5,3.4,,0.38,,,,,,,0.27,,0.2,,,
Trevor Lawrence,QB,JAX,Early,9/13/2026,"Early 9/13 1:00PM, 8 Games",5800,44069725,17.42,17.42,3,17.4,0.5,7.5,,174.5,,,27.5,14,https://dkn.gs/sports/images/nfl/players/50/542787.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,20.72,32.52,63.7,235.5,7.24,35.5,1.53,0.64,92.8,4.86,16.5,3.4,,0.38,,,,,,,0.27,,0.2,,,
Matthew Stafford,QB,LAR,Classic,9/10/2026,"Classic 9/9 8:20PM, 16 Games",6200,44037507,17.15,17.34,2.77,18.6,1.5,4.5,,195.5,,,29.5,14,https://dkn.gs/sports/images/nfl/players/50/19432.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/10/2026,23.64,34.51,68.5,265.92,7.71,38.5,1.75,0.57,101.3,,0.5,,,,,,,,,,0.05,,,,,
Tee Higgins,CPT,CIN,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),13200,44081988,13.09,17.33,0.99,39.6,,,26.5,,,,,9,https://dkn.gs/sports/images/nfl/players/50/468715.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,5.02,7.5,61.5,12.25,23.12,,0.4,,,,,
Rhamondre Stevenson,CPT,NE,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 8:20PM ( @ ),12600,43782101,13.71,17.24,1.09,37.8,,26.5,23.5,,,,,11,https://dkn.gs/sports/images/nfl/players/50/560810.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/9/2026,,,,,,,,,,15.79,56.97,3.61,,,3.44,4,23.5,6.83,11.19,,0.43,,,,,
Rhamondre Stevenson,CPT,NE,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 9:20PM ( @ ),12600,44068543,13.71,17.24,1.09,37.8,,26.5,23.5,,,,,11,https://dkn.gs/sports/images/nfl/players/50/560810.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/9/2026,,,,,,,,,,15.79,56.97,3.61,,,3.44,4,23.5,6.83,11.19,,0.43,,,,,
Rhamondre Stevenson,CPT,NE,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 9:50PM ( @ ),12600,44068651,13.71,17.24,1.09,37.8,,26.5,23.5,,,,,11,https://dkn.gs/sports/images/nfl/players/50/560810.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/9/2026,,,,,,,,,,15.79,56.97,3.61,,,3.44,4,23.5,6.83,11.19,,0.43,,,,,
Jaxson Dart,QB,NYG,Classic,9/13/2026,"Classic 9/9 8:20PM, 16 Games",5600,44037516,17.11,17.07,3.06,16.8,0.5,10.5,,149.5,,,23.5,15,https://dkn.gs/sports/images/nfl/players/50/886040.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,18.76,28.99,64.7,217.5,7.5,34.5,1.23,0.61,92.6,6.65,29.5,4.44,,0.4,,,,,,,0.31,,0.2,,,
Daniel Jones,QB,IND,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9400,44081729,15.21,16.94,1.62,28.2,0.5,1.5,,169.5,,,27.5,13,https://dkn.gs/sports/images/nfl/players/50/19174.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,21.81,32.43,67.3,233.5,7.2,34.5,1.3,0.65,93.1,3.5,10.5,3,,,,,,,,,0.15,,,,,
CeeDee Lamb,WR,DAL,Classic,9/13/2026,"Classic 9/9 8:20PM, 16 Games",7400,44037985,15.86,16.87,2.14,22.2,,,36.5,,,,,12,https://dkn.gs/sports/images/nfl/players/50/485450.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,0.3,1.4,4.67,,0,6.25,9.5,76.92,12.31,24.5,0.46,0.4,,0,,,
Caleb Williams,QB,CHI,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",6300,43727239,16.51,16.83,2.62,18.9,0.5,9.5,,166.5,,,27.5,14,https://dkn.gs/sports/images/nfl/players/50/779692.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,19.88,32.33,61.5,226.5,7.01,35.5,1.43,0.59,89.7,4.38,19.76,4.51,,0.34,,,,,,,0.17,,0.2,,,
Caleb Williams,QB,CHI,Early,9/13/2026,"Early 9/13 1:00PM, 8 Games",6300,44069722,16.51,16.83,2.62,18.9,0.5,9.5,,166.5,,,27.5,14,https://dkn.gs/sports/images/nfl/players/50/779692.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,19.88,32.33,61.5,226.5,7.01,35.5,1.43,0.59,89.7,4.38,19.76,4.51,,0.34,,,,,,,0.17,,0.2,,,
Aaron Rodgers,CPT,PIT,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),14100,44081677,12.89,16.81,0.91,42.3,0.5,0.5,,149.5,,,25.5,10.5,https://dkn.gs/sports/images/nfl/players/50/19742.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,21.1,31.61,66.8,212.5,6.72,33.5,1.22,0.45,92.7,1.68,-0.82,-0.49,,,,,,,,,0.06,,,,,
Jonathan Taylor,RB,IND,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",7300,43727329,15.91,16.79,2.18,21.9,,39.5,1.5,,,,,12.5,https://dkn.gs/sports/images/nfl/players/50/468700.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,18.62,76.5,4.11,,0.49,2.99,3.5,16.08,5.38,9.5,0.07,0.61,,0.1,,,
Jonathan Taylor,RB,IND,Early,9/13/2026,"Early 9/13 1:00PM, 8 Games",7300,44069778,15.91,16.79,2.18,21.9,,39.5,1.5,,,,,12.5,https://dkn.gs/sports/images/nfl/players/50/468700.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,18.62,76.5,4.11,,0.49,2.99,3.5,16.08,5.38,9.5,0.07,0.61,,0.1,,,
James Cook III,RB,BUF,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),10600,44082035,14.11,16.7,1.33,31.8,,39.5,4.5,,,,,10.5,https://dkn.gs/sports/images/nfl/players/50/640895.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,17.49,74.76,4.27,,0.41,2.4,3,14.71,6.13,8.88,0.08,0.48,,0.1,,,
Brock Purdy,QB,SF,Classic,9/10/2026,"Classic 9/9 8:20PM, 16 Games",5700,44037515,16.63,16.69,2.92,17.1,0.5,7.5,,174.5,,,27.5,14,https://dkn.gs/sports/images/nfl/players/50/641156.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/10/2026,21.85,34.06,64.1,244.5,7.18,36.5,1.43,0.86,88.9,3.78,17.5,4.63,,,,,,,,,0.14,,,,,
De'Von Achane,RB,MIA,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",7000,43727335,15.89,16.64,2.27,21,,31.5,13.5,,,,,13,https://dkn.gs/sports/images/nfl/players/50/706555.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,14.42,67,4.65,,0.32,4.21,5,27.66,6.57,13.12,0.16,0.43,,0.1,,,
Drake Maye,QB,NE,Classic,9/9/2026,"Classic 9/9 8:20PM, 16 Games",6000,44037510,16.41,16.62,2.73,18,0.5,10.5,,163.5,,,27.5,14,https://dkn.gs/sports/images/nfl/players/50/779819.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/9/2026,20.5,32.48,63.1,232.5,7.16,35.5,1.25,0.7,88.4,5.37,25.03,4.66,,,,,,,,,0.16,,,,,
Davante Adams,CPT,LAR,Showdown Captain Mode,9/10/2026,Showdown Captain Mode 9/10 8:35PM ( @ ),13800,44080772,11.74,16.49,0.85,41.4,,,21.5,,,,,8.5,https://dkn.gs/sports/images/nfl/players/50/19493.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/10/2026,,,,,,,,,,,,,,,4.57,7.5,51.5,11.27,20.5,,0.41,,,,,
Baker Mayfield,QB,TB,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",5900,43727242,16.26,16.45,2.76,17.7,0.5,4.5,,161.5,,,25.5,13.5,https://dkn.gs/sports/images/nfl/players/50/14690.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,21.28,31.73,67.1,231.5,7.3,35.5,1.46,0.63,95.4,3.69,15.5,4.2,,,,,,,,,0.14,,,,,
Baker Mayfield,QB,TB,Early,9/13/2026,"Early 9/13 1:00PM, 8 Games",5900,44069724,16.26,16.45,2.76,17.7,0.5,4.5,,161.5,,,25.5,13.5,https://dkn.gs/sports/images/nfl/players/50/14690.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,21.28,31.73,67.1,231.5,7.3,35.5,1.46,0.63,95.4,3.69,15.5,4.2,,,,,,,,,0.14,,,,,
Cam Ward,CPT,TEN,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),13500,44082188,12.74,16.44,0.94,40.5,0.5,3.5,,143.5,,,25.5,11,https://dkn.gs/sports/images/nfl/players/50/874253.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,20.04,31.81,63,200.43,6.3,33.5,1.09,0.63,84,2.73,8.5,3.11,,,,,,,,,0.11,,,,,
Kyler Murray,QB,MIN,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",5500,43727246,16.43,16.44,2.99,16.5,0.5,7.5,,162.5,,,25.5,14,https://dkn.gs/sports/images/nfl/players/50/17976.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,21.74,31.5,69,222.5,7.06,33.5,1.32,0.61,94.9,5.07,22.24,4.39,,,,,,,,,0.23,,,,,
Derrick Henry,RB,BAL,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),11200,44081727,13.47,16.42,1.2,33.6,,45.5,1.5,,,,,10.5,https://dkn.gs/sports/images/nfl/players/50/19898.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,17.94,79.24,4.42,,0.49,1.16,2,5.45,4.7,4.5,0.06,0.64,,0.1,,,
Sam Darnold,QB,SEA,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 8:20PM ( @ ),9400,43782037,14.61,16.42,1.55,28.2,0.5,0.5,,168.5,,,24.5,12,https://dkn.gs/sports/images/nfl/players/50/19487.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/9/2026,20.36,30.27,67.3,228.08,7.53,36.5,1.37,0.64,95.8,2.43,5.5,2.26,,,,,,,,,0.09,,,,,
Sam Darnold,QB,SEA,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 9:20PM ( @ ),9400,44068596,14.61,16.42,1.55,28.2,0.5,0.5,,168.5,,,24.5,12,https://dkn.gs/sports/images/nfl/players/50/19487.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/9/2026,20.36,30.27,67.3,228.08,7.53,36.5,1.37,0.64,95.8,2.43,5.5,2.26,,,,,,,,,0.09,,,,,
Sam Darnold,QB,SEA,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 9:50PM ( @ ),9400,44068704,14.61,16.42,1.55,28.2,0.5,0.5,,168.5,,,24.5,12,https://dkn.gs/sports/images/nfl/players/50/19487.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/9/2026,20.36,30.27,67.3,228.08,7.53,36.5,1.37,0.64,95.8,2.43,5.5,2.26,,,,,,,,,0.09,,,,,
Zay Flowers,CPT,BAL,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),13200,44081782,12.44,16.42,0.94,39.6,,0.5,28.5,,,,,9.5,https://dkn.gs/sports/images/nfl/players/50/706447.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,0.6,0.5,0.83,,0,4.91,7,64.71,13.18,24.88,0.42,0.29,,0,,,
Nico Collins,WR,HOU,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),10000,44082036,13.82,16.41,1.38,30,,,34.5,,,,,10.5,https://dkn.gs/sports/images/nfl/players/50/560761.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,0.1,0.7,7,,0,5.46,8.5,69.71,12.77,21.5,0.42,0.34,,0,,,
Bryce Young,QB,CAR,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),9600,44081831,14.49,16.4,1.51,28.8,0.5,3.5,,147.5,,,24.5,12,https://dkn.gs/sports/images/nfl/players/50/693109.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,20.01,31.49,63.5,208.5,6.62,33.5,1.32,0.63,88.3,3.57,13.5,3.78,,,,,,,,,0.11,,,,,
Chris Olave,WR,NO,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",6700,43727639,15.7,16.4,2.34,20.1,,,36.5,,,,,11.5,https://dkn.gs/sports/images/nfl/players/50/640762.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,0.1,0.4,4,,0,6.39,10,76.71,12,23.5,0.43,0.37,,0,,,
Chris Olave,WR,NO,Early,9/13/2026,"Early 9/13 1:00PM, 8 Games",6700,44069950,15.7,16.4,2.34,20.1,,,36.5,,,,,11.5,https://dkn.gs/sports/images/nfl/players/50/640762.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,0.1,0.4,4,,0,6.39,10,76.71,12,23.5,0.43,0.37,,0,,,
Tyler Shough,QB,NO,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",5600,43727245,16.34,16.4,2.92,16.8,0.5,7.5,,174.5,,,27.5,14,https://dkn.gs/sports/images/nfl/players/50/788320.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,21.74,32.89,66.1,246.92,7.51,35.5,1.27,0.71,92.3,4.09,17.03,4.16,,,,,,,,,0.18,,,,,
